url_path,views_total,views_unique
/PhysiBoSS/PhysiBoSS,5,5
/PhysiBoSS/PhysiBoSS/tree/dev_spatial/sample_projects,2,1
/PhysiBoSS/PhysiBoSS/commit/5aa0176462716945b133e36dd3755f57e4677678,1,1
/PhysiBoSS/PhysiBoSS/tree/master/sample_projects_intracellular,1,1
/PhysiBoSS/PhysiBoSS/tree/master/sample_projects_intracellular/boolean,1,1
